state,account_length,area_code,number_vmail_messages,customer_service_calls,churn,international_plan_total,voice_mail_plan_total,total_calls,total_charges,total_minutes
KS,24,510,0,0,1,1.0,1.0,283,69.36,626.5
IL,48,510,0,0,0,1.0,1.0,232,33.51,301.49999999999994
IA,86,408,0,2,0,1.0,1.0,329,45.43,459.50000000000006
AZ,163,510,0,4,0,1.0,1.0,221,58.43999999999999,557.6999999999999
NE,91,510,0,0,0,1.0,1.0,328,55.15,506.6
ID,56,510,0,3,0,1.0,1.0,286,50.11,492.1
OH,147,415,24,3,0,1.0,1.0,349,73.15,789.0
TX,64,415,0,2,0,1.0,1.0,311,55.129999999999995,537.0
TN,108,510,34,4,1,1.0,1.0,279,56.44,603.3000000000001
OK,159,510,0,5,0,1.0,1.0,325,64.48,624.1
ND,136,510,0,3,0,1.0,1.0,286,72.13999999999999,639.6
MT,116,415,35,1,0,1.0,1.0,346,60.849999999999994,600.3
NC,45,408,38,1,0,1.0,1.0,287,68.92999999999999,720.5
MN,122,415,0,2,0,1.0,1.0,380,54.970000000000006,570.8000000000001
MN,138,415,0,5,0,1.0,1.0,285,62.050000000000004,625.4000000000001
MA,132,415,0,1,0,1.0,1.0,273,51.34,579.9
PA,101,415,0,0,0,1.0,1.0,314,61.96,614.9
GA,58,510,0,2,0,1.0,1.0,337,71.25,663.1999999999999
NV,81,415,0,1,0,1.0,1.0,336,45.5,466.3
TX,87,415,0,3,0,1.0,1.0,323,56.879999999999995,593.8
ME,116,510,0,2,0,1.0,1.0,298,64.61,590.8
RI,85,415,0,4,0,1.0,1.0,349,63.20000000000001,627.3
MN,62,510,33,2,1,1.0,1.0,326,64.68,685.1999999999999
NH,90,415,0,0,0,1.0,1.0,286,51.2,614.0999999999999
TN,98,415,0,2,0,1.0,1.0,281,54.91,573.3
UT,73,415,0,1,0,1.0,1.0,330,58.19,519.7
RI,107,510,0,2,0,1.0,1.0,267,68.17,698.8000000000001
NH,55,408,20,2,0,1.0,1.0,314,56.9,570.5999999999999
AK,76,415,22,3,0,1.0,1.0,349,45.17,361.49999999999994
NC,30,510,0,3,0,1.0,1.0,326,55.9,589.9
AZ,157,415,0,4,0,1.0,1.0,352,58.2,516.6
MA,40,408,31,1,1,1.0,1.0,259,57.07000000000001,487.0
TN,72,408,0,1,0,1.0,1.0,266,48.959999999999994,482.70000000000005
WY,95,415,39,1,0,1.0,1.0,343,74.01,679.9000000000001
IA,42,415,0,0,0,1.0,1.0,303,49.900000000000006,486.2
IN,86,415,0,1,0,1.0,1.0,297,61.67,655.0
NJ,131,415,0,0,0,1.0,1.0,320,67.56,627.3
FL,55,510,45,4,1,1.0,1.0,327,49.24,491.5
MT,74,415,0,0,0,1.0,1.0,293,63.080000000000005,646.7
ND,81,408,37,1,0,1.0,1.0,324,77.11,780.4999999999999
MI,81,408,0,4,0,1.0,1.0,284,60.22,617.2
MT,28,415,0,6,1,1.0,1.0,284,45.39000000000001,517.4
AL,111,510,0,0,0,1.0,1.0,326,56.87,539.0
NV,3,510,27,2,0,1.0,1.0,289,47.93,603.9
MI,51,415,0,1,1,1.0,1.0,362,78.88,768.1
FL,68,415,24,1,0,1.0,1.0,312,65.37,643.3
NY,163,408,0,0,1,1.0,1.0,274,75.14,694.1
KS,87,510,0,2,0,1.0,1.0,232,56.54,636.8000000000001
NC,58,510,0,0,1,1.0,1.0,282,52.38,596.6
MN,109,408,0,0,0,1.0,1.0,369,53.28,537.8
RI,111,415,0,4,0,1.0,1.0,307,73.04,743.5
UT,144,415,0,2,0,1.0,1.0,268,42.63999999999999,374.4
OR,135,415,0,5,1,1.0,1.0,296,77.48,723.6
SC,109,415,46,4,0,1.0,1.0,309,66.65,624.1
IL,107,415,14,1,0,1.0,1.0,305,47.199999999999996,516.3
OH,149,408,0,2,0,1.0,1.0,294,54.04,495.5
MA,56,510,0,1,0,1.0,1.0,348,66.6,587.6
OR,129,408,0,0,0,1.0,1.0,288,51.43000000000001,604.0
CA,92,408,0,0,0,1.0,1.0,332,70.44999999999999,639.0
WV,67,415,30,1,0,1.0,1.0,309,59.13,674.1
VT,120,415,0,0,0,1.0,1.0,291,67.9,609.7
ID,166,415,0,1,0,1.0,1.0,335,65.25,617.0
OR,66,408,0,1,0,1.0,1.0,317,47.949999999999996,543.4000000000001
GA,76,408,0,0,0,1.0,1.0,288,58.540000000000006,549.5999999999999
ME,79,415,0,2,0,1.0,1.0,391,68.99,686.9
HI,98,415,31,2,0,1.0,1.0,337,63.74,651.4999999999999
AZ,141,510,22,1,0,1.0,1.0,316,73.89,712.4
UT,49,415,0,2,1,1.0,1.0,307,75.94000000000001,693.1
IA,46,510,0,3,0,1.0,1.0,280,60.97,595.1
CT,137,415,0,3,0,1.0,1.0,278,43.31,484.1
WA,171,408,0,1,1,1.0,1.0,297,74.25000000000001,646.1
VA,10,415,0,1,0,1.0,1.0,336,64.49000000000001,615.5999999999999
CO,88,510,0,3,0,1.0,1.0,304,44.78000000000001,545.8
LA,89,415,0,2,0,1.0,1.0,293,54.199999999999996,537.0
TX,82,415,0,3,1,1.0,1.0,286,62.199999999999996,640.0000000000001
SD,139,510,0,3,0,1.0,1.0,374,58.67,544.8
VA,87,415,0,0,0,1.0,1.0,344,58.01,561.0
NY,137,415,0,2,0,1.0,1.0,339,58.099999999999994,607.4
WA,45,510,0,1,1,1.0,1.0,332,39.57,457.49999999999994
WI,90,415,0,1,0,1.0,1.0,288,61.73,623.1
TN,103,415,0,1,0,1.0,1.0,308,57.019999999999996,617.1
CT,100,415,0,2,0,1.0,1.0,322,59.88,482.70000000000005
WA,110,510,0,3,0,1.0,1.0,296,52.22,468.09999999999997
NH,124,415,0,2,0,1.0,1.0,288,60.019999999999996,498.20000000000005
MT,10,510,0,2,0,1.0,1.0,259,61.010000000000005,612.9000000000001
NE,89,415,29,2,0,1.0,1.0,368,70.38,827.7
WA,121,408,0,2,0,1.0,1.0,310,60.24,535.7
WI,101,415,0,3,0,1.0,1.0,284,68.1,636.8000000000001
AR,103,415,31,2,0,1.0,1.0,345,58.86,544.6
WI,51,408,0,1,0,1.0,1.0,263,62.410000000000004,596.3
DE,2,415,0,2,1,1.0,1.0,250,45.400000000000006,472.70000000000005
NH,111,510,0,0,0,1.0,1.0,357,65.01,648.1999999999999
VA,118,415,0,2,0,1.0,1.0,324,55.12,568.8
TN,17,510,31,6,1,1.0,1.0,277,54.620000000000005,573.3
VA,130,408,0,2,0,1.0,1.0,328,67.18,669.4999999999999
ID,193,415,0,2,1,1.0,1.0,315,40.97,460.4
TN,114,510,0,1,0,1.0,1.0,355,64.17999999999999,652.1999999999999
AZ,137,415,0,2,0,1.0,1.0,273,50.120000000000005,551.0
MT,185,408,29,2,0,1.0,1.0,302,57.17,563.9999999999999
OK,101,408,0,3,0,1.0,1.0,290,64.89,618.4
ID,95,415,32,3,0,1.0,1.0,294,65.7,609.6
NV,7,408,30,1,0,1.0,1.0,347,65.77,645.0
KS,126,408,0,1,1,1.0,1.0,302,79.75999999999999,690.8000000000001
WY,71,415,0,0,0,1.0,1.0,345,58.08,504.0
MS,124,415,0,3,0,1.0,1.0,260,72.34,662.9
WY,97,510,0,0,1,1.0,1.0,334,66.49,642.8
TX,28,415,0,2,0,1.0,1.0,329,57.38,592.3999999999999
WA,90,415,0,4,1,1.0,1.0,305,52.44,512.0
HI,190,408,0,1,0,1.0,1.0,289,60.55,614.1
IL,31,415,28,1,0,1.0,1.0,314,71.06,714.1
AK,52,415,24,2,0,1.0,1.0,280,54.43,535.4
MD,73,510,0,0,0,1.0,1.0,227,60.73,508.9
MA,111,415,0,0,1,1.0,1.0,301,74.89999999999999,692.6
SD,98,415,0,4,1,1.0,1.0,219,22.93,333.5
PA,106,408,0,1,1,1.0,1.0,243,49.769999999999996,514.1
NC,111,408,0,0,0,1.0,1.0,344,67.66999999999999,657.0
VT,59,408,0,1,0,1.0,1.0,281,58.87,640.5
KY,71,510,22,2,0,1.0,1.0,314,49.309999999999995,530.0
WA,55,408,0,0,1,1.0,1.0,377,82.58,762.0999999999999
LA,13,415,0,1,0,1.0,1.0,305,42.58,491.49999999999994
WA,136,415,16,0,0,1.0,1.0,333,46.239999999999995,531.9000000000001
ME,123,408,0,0,0,1.0,1.0,319,52.11,592.6
WI,105,408,0,2,0,1.0,1.0,286,54.86,546.6999999999999
TX,50,408,31,3,0,1.0,1.0,329,84.30000000000001,750.7
IA,118,415,0,1,0,1.0,1.0,317,53.81999999999999,579.8
AZ,97,408,0,3,0,1.0,1.0,259,55.050000000000004,540.3
ND,51,510,0,0,0,1.0,1.0,323,70.11,679.9
VT,73,415,0,1,1,1.0,1.0,283,71.04,726.0
HI,35,415,0,2,0,1.0,1.0,325,41.29,396.90000000000003
WY,64,415,0,1,0,1.0,1.0,250,69.79,703.8000000000001
WV,63,510,0,3,0,1.0,1.0,307,38.18,370.2
OK,117,415,31,3,0,1.0,1.0,350,51.96,613.6
CT,115,415,0,1,1,1.0,1.0,304,78.82,779.6
UT,162,408,0,1,0,1.0,1.0,298,61.66,600.6
NY,89,415,0,3,0,1.0,1.0,287,43.910000000000004,506.2
VA,94,415,0,1,0,1.0,1.0,335,66.60999999999999,609.6
VT,129,408,0,4,0,1.0,1.0,292,61.480000000000004,558.7
SD,86,415,0,1,0,1.0,1.0,336,60.02,537.0999999999999
PA,96,510,0,1,0,1.0,1.0,399,58.0,612.9
ND,190,415,0,1,0,1.0,1.0,313,61.62,628.9
CT,80,408,0,1,0,1.0,1.0,259,44.69,495.7
SC,108,415,0,4,1,1.0,1.0,312,46.01,518.7
MI,97,408,32,0,0,1.0,1.0,328,58.76,594.6
VT,84,415,42,0,0,1.0,1.0,346,70.49,747.3
OH,65,415,0,4,1,1.0,1.0,374,76.3,777.1000000000001
VT,131,415,34,1,0,1.0,1.0,359,48.06,502.69999999999993
IL,58,415,43,1,0,1.0,1.0,305,58.529999999999994,617.4
MO,36,415,0,3,0,1.0,1.0,359,65.86,645.3000000000001
WI,54,415,0,1,0,1.0,1.0,345,43.35,469.4
NJ,45,510,0,1,0,1.0,1.0,312,60.21999999999999,619.2
GA,125,415,39,2,0,1.0,1.0,328,75.07,709.8
VT,72,415,21,2,0,1.0,1.0,316,53.89000000000001,541.8000000000001
CT,141,408,0,3,0,1.0,1.0,309,35.379999999999995,447.5
AZ,113,510,0,0,0,1.0,1.0,356,45.58,546.4999999999999
SD,20,415,35,0,0,1.0,1.0,353,51.540000000000006,497.30000000000007
CT,212,415,0,1,0,1.0,1.0,281,49.37,580.7
IN,99,415,0,4,0,1.0,1.0,324,58.63,567.1999999999999
OH,94,510,0,1,0,1.0,1.0,235,65.01,626.9999999999999
NY,40,510,0,1,0,1.0,1.0,315,37.88,360.3
NE,86,510,29,3,0,1.0,1.0,368,55.88,588.6
OK,101,415,0,3,1,1.0,1.0,293,74.36,696.0
NC,170,415,0,0,0,1.0,1.0,334,71.22999999999999,650.0
HI,105,510,0,1,0,1.0,1.0,296,71.44,652.2
UT,103,415,0,0,0,1.0,1.0,300,53.99,508.8
MD,140,415,27,4,0,1.0,1.0,331,57.8,559.0
VT,101,510,0,1,0,1.0,1.0,218,25.87,368.09999999999997
TX,98,408,19,1,0,1.0,1.0,272,52.08,592.9
AZ,104,408,0,4,0,1.0,1.0,324,60.0,614.4
VA,115,415,0,3,0,1.0,1.0,279,47.14,505.3
WI,112,408,0,0,0,1.0,1.0,281,59.79,582.7
NE,70,415,0,1,0,1.0,1.0,268,66.77000000000001,680.4000000000001
KY,126,510,0,0,0,1.0,1.0,285,50.129999999999995,486.20000000000005
NV,87,510,39,3,0,1.0,1.0,265,43.04,480.1
MT,125,510,0,4,1,1.0,1.0,316,44.7,473.3
MO,86,415,0,1,0,1.0,1.0,350,57.279999999999994,640.0
MS,73,415,31,6,1,1.0,1.0,296,49.279999999999994,579.8
NM,232,408,0,1,0,1.0,1.0,299,53.309999999999995,491.6
NJ,1,415,30,0,0,1.0,1.0,317,64.34,672.4
NH,133,408,0,1,0,1.0,1.0,268,60.6,646.8
NC,103,510,0,1,0,1.0,1.0,296,54.31,534.6
MT,131,415,24,1,0,1.0,1.0,263,54.940000000000005,589.1
SD,95,408,20,0,0,1.0,1.0,269,60.1,634.3999999999999
VA,182,415,0,1,0,1.0,1.0,334,57.99,595.4000000000001
LA,99,510,0,0,0,1.0,1.0,299,53.17,559.0
NV,27,510,0,3,0,1.0,1.0,322,66.14999999999999,674.9
AK,141,408,0,1,0,1.0,1.0,264,40.0,435.0
OH,29,415,37,2,0,1.0,1.0,293,63.36,563.8000000000001
NM,65,415,0,2,0,1.0,1.0,312,39.92,434.6
MI,81,415,0,3,1,1.0,1.0,266,54.489999999999995,553.6999999999999
MN,37,415,20,0,0,1.0,1.0,300,75.69,702.3
WY,107,510,31,1,0,1.0,1.0,225,59.35999999999999,649.0000000000001
WY,127,415,28,1,0,1.0,1.0,383,39.550000000000004,418.6
WA,78,408,0,0,0,1.0,1.0,303,55.05000000000001,600.5
NM,55,510,0,2,0,1.0,1.0,359,51.29,578.4
VA,86,415,30,2,0,1.0,1.0,306,53.489999999999995,627.8999999999999
RI,176,415,0,2,0,1.0,1.0,299,66.5,580.5
AL,96,415,0,2,0,1.0,1.0,337,66.15,599.6
WV,11,510,38,1,0,1.0,1.0,300,64.76,646.4
WV,48,415,34,1,0,1.0,1.0,266,68.78,697.2
NJ,127,510,0,1,0,1.0,1.0,343,66.03,629.9
TN,63,415,0,0,0,1.0,1.0,292,54.93,576.3
MI,79,510,0,1,0,1.0,1.0,280,64.43,586.3000000000001
UT,47,408,37,2,0,1.0,1.0,365,51.51,548.6
IL,89,415,19,0,1,1.0,1.0,364,49.94,508.9
MI,83,510,26,1,0,1.0,1.0,303,67.37,605.5
WI,126,415,34,4,0,1.0,1.0,365,72.41000000000001,685.0
ND,60,510,0,2,0,1.0,1.0,348,68.78,679.0
VT,122,415,0,0,0,1.0,1.0,366,54.72,577.3
WA,136,408,0,1,0,1.0,1.0,291,50.410000000000004,485.6
NC,172,408,47,1,0,1.0,1.0,345,75.99999999999999,715.3
ME,102,510,0,1,1,1.0,1.0,279,62.330000000000005,614.1999999999999
SD,113,415,0,1,0,1.0,1.0,301,59.529999999999994,541.7
WV,79,415,0,3,0,1.0,1.0,267,65.02,653.0
ID,55,510,8,1,0,1.0,1.0,314,72.02,781.2
LA,111,415,28,2,0,1.0,1.0,234,44.68,443.8
GA,160,415,0,0,0,1.0,1.0,345,56.37,574.7
FL,110,415,0,4,0,1.0,1.0,339,65.42,596.6999999999999
CO,192,415,0,4,0,1.0,1.0,240,72.87,686.9
NV,93,408,0,0,0,1.0,1.0,300,46.839999999999996,472.59999999999997
IN,101,415,33,2,0,1.0,1.0,346,64.1,600.5
VA,77,510,0,2,0,1.0,1.0,327,52.169999999999995,560.9
UT,105,415,40,2,0,1.0,1.0,339,62.3,582.7
UT,133,408,44,2,1,1.0,1.0,287,61.269999999999996,621.6
MO,131,408,0,1,0,1.0,1.0,258,60.27,706.8000000000001
CT,106,510,33,1,0,1.0,1.0,322,43.36,478.0
HI,118,415,0,1,0,1.0,1.0,338,46.02,515.0
MD,125,408,0,1,0,1.0,1.0,295,54.190000000000005,593.9
VA,95,415,0,0,0,1.0,1.0,268,63.56,615.4
MT,80,415,0,3,0,1.0,1.0,326,57.699999999999996,546.1999999999999
SC,145,408,0,0,0,1.0,1.0,280,40.25,499.6
CO,37,408,0,2,0,1.0,1.0,344,57.53,499.0
ID,87,415,0,1,0,1.0,1.0,244,57.099999999999994,603.5000000000001
AL,69,415,0,3,0,1.0,1.0,284,64.07,658.0
CO,83,510,0,1,0,1.0,1.0,307,44.07,460.3
UT,195,415,0,0,0,1.0,1.0,298,39.120000000000005,472.5
DE,67,415,35,0,1,1.0,1.0,285,63.43000000000001,630.1999999999999
OH,75,510,27,3,0,1.0,1.0,350,47.440000000000005,522.9000000000001
RI,123,415,27,0,0,1.0,1.0,274,62.94,570.9000000000001
FL,41,415,41,1,0,1.0,1.0,292,53.71000000000001,466.2
OH,75,415,0,0,0,1.0,1.0,291,60.56,618.9
MD,76,415,0,1,1,1.0,1.0,278,79.54,714.1000000000001
IL,86,415,0,1,0,1.0,1.0,319,72.78,664.9
PA,140,408,0,0,0,1.0,1.0,245,48.13,535.4
AZ,70,415,0,3,0,1.0,1.0,333,36.67999999999999,372.1
NH,121,510,35,0,0,1.0,1.0,258,61.190000000000005,616.1
RI,112,415,0,1,0,1.0,1.0,334,65.39999999999999,671.0999999999999
HI,118,415,0,2,0,1.0,1.0,315,71.53999999999999,659.2
NJ,66,415,16,1,0,1.0,1.0,297,65.57000000000001,721.0999999999999
WI,78,408,0,0,0,1.0,1.0,291,43.48,497.40000000000003
MD,129,415,34,2,0,1.0,1.0,318,58.61,542.1999999999999
OR,6,408,0,3,0,1.0,1.0,317,61.379999999999995,552.4
NV,107,510,0,1,0,1.0,1.0,299,69.07000000000001,689.7
AR,107,415,0,3,1,1.0,1.0,320,52.54,570.2
MT,138,415,0,1,0,1.0,1.0,339,49.77000000000001,509.2
CT,103,510,0,0,0,1.0,1.0,273,55.72,621.3000000000001
UT,116,415,44,0,0,1.0,1.0,275,72.23,709.8000000000001
GA,189,408,0,2,0,1.0,1.0,289,64.59,615.8
NV,161,415,0,2,0,1.0,1.0,333,48.279999999999994,574.2
TN,1,415,0,1,0,1.0,1.0,282,69.95,711.1
DE,89,408,0,1,0,1.0,1.0,334,61.300000000000004,603.0999999999999
NY,64,408,0,1,0,1.0,1.0,296,72.68,687.1
MT,126,415,30,4,1,1.0,1.0,288,49.33,471.40000000000003
IA,129,415,0,2,0,1.0,1.0,318,63.410000000000004,618.4999999999999
VT,128,510,32,0,0,1.0,1.0,321,71.69,687.0999999999999
LA,81,415,36,3,0,1.0,1.0,311,54.45,619.2
MT,114,510,0,1,0,1.0,1.0,307,55.45,520.8
NH,50,408,0,0,0,1.0,1.0,308,64.09,674.0
WV,86,415,0,3,0,1.0,1.0,301,53.89000000000001,581.0999999999999
ID,96,408,0,1,0,1.0,1.0,297,63.18,622.7
AZ,72,510,0,0,0,1.0,1.0,296,67.26,578.5
SC,64,510,40,8,0,1.0,1.0,303,64.67,617.4
WV,57,415,17,2,0,1.0,1.0,308,68.01,648.5
OH,65,510,0,2,0,1.0,1.0,389,59.79,663.0
MD,163,408,0,1,0,1.0,1.0,348,68.05999999999999,647.0999999999999
MD,136,415,0,2,0,1.0,1.0,268,71.24,679.3000000000001
MN,116,408,0,1,0,1.0,1.0,348,61.96,617.8
NE,93,408,0,3,0,1.0,1.0,287,62.38,685.8000000000001
MN,142,510,40,3,0,1.0,1.0,311,67.25000000000001,632.8000000000001
NY,92,408,0,1,0,1.0,1.0,272,72.32999999999998,666.0
HI,70,415,0,1,0,1.0,1.0,283,69.03,680.8000000000001
MO,22,408,14,1,0,1.0,1.0,295,56.790000000000006,490.79999999999995
NV,37,415,0,2,0,1.0,1.0,326,70.21,666.3
MA,51,415,0,1,0,1.0,1.0,330,60.66,662.0
NH,174,408,0,2,0,1.0,1.0,316,48.720000000000006,518.0
UT,68,415,0,1,1,1.0,1.0,312,71.28999999999999,716.6
FL,130,415,0,1,0,1.0,1.0,287,64.31,613.8
WA,104,415,0,2,0,1.0,1.0,304,53.17999999999999,557.1999999999999
CT,134,408,0,2,0,1.0,1.0,312,60.7,609.1
KY,108,415,35,2,0,1.0,1.0,349,55.86000000000001,567.6
NM,103,415,0,3,0,1.0,1.0,216,62.85999999999999,649.1
ND,62,510,0,1,0,1.0,1.0,312,55.169999999999995,600.9
NV,162,415,0,2,0,1.0,1.0,301,48.94,535.6999999999999
CA,93,510,19,2,0,1.0,1.0,316,45.10000000000001,399.9
ID,42,415,0,1,0,1.0,1.0,307,42.97,445.6
OK,155,415,23,2,0,1.0,1.0,352,66.01,603.9999999999999
IA,36,510,0,0,0,1.0,1.0,321,52.31,582.8
OH,143,415,0,0,1,1.0,1.0,315,62.519999999999996,597.9
NJ,197,510,0,3,0,1.0,1.0,301,53.989999999999995,564.2
IA,81,510,0,1,1,1.0,1.0,345,77.16,756.9
DE,138,510,0,4,1,1.0,1.0,317,33.849999999999994,409.6
CA,103,415,18,0,1,1.0,1.0,287,50.839999999999996,503.8
WY,127,510,0,2,1,1.0,1.0,283,75.48,734.1999999999999
OR,136,510,0,1,1,1.0,1.0,308,74.89,736.5
ME,99,415,0,2,0,1.0,1.0,280,67.53999999999999,657.9000000000001
AR,95,415,0,0,0,1.0,1.0,295,40.32,489.0
ME,118,408,21,4,1,1.0,1.0,331,54.53,535.5
WV,113,415,0,5,1,1.0,1.0,316,30.830000000000002,364.59999999999997
PA,128,408,0,0,0,1.0,1.0,334,60.050000000000004,509.7
HI,117,408,0,3,0,1.0,1.0,307,42.11000000000001,452.9
MT,48,415,36,3,0,1.0,1.0,304,67.7,676.1
DC,81,510,0,0,0,1.0,1.0,341,71.47,708.9999999999999
AR,57,510,0,1,0,1.0,1.0,265,60.24,599.0
MS,140,408,0,1,0,1.0,1.0,275,53.75,518.6
OH,107,510,38,2,0,1.0,1.0,257,60.29,515.0
MO,56,415,0,1,0,1.0,1.0,306,49.480000000000004,499.70000000000005
TX,159,415,0,1,0,1.0,1.0,303,49.08,547.0
MD,102,415,0,1,0,1.0,1.0,323,71.10000000000001,622.5999999999999
CT,107,408,0,1,0,1.0,1.0,347,47.78,534.3000000000001
SC,106,408,0,2,0,1.0,1.0,316,35.709999999999994,396.0
MI,225,415,0,0,1,1.0,1.0,311,63.18,657.8000000000001
SD,75,408,0,2,0,1.0,1.0,278,51.879999999999995,490.59999999999997
CO,86,415,0,0,0,1.0,1.0,265,68.61999999999999,672.5
ID,169,415,0,1,0,1.0,1.0,271,65.24,606.8
AZ,122,510,22,2,0,1.0,1.0,321,58.190000000000005,557.7
FL,106,408,0,0,0,1.0,1.0,373,65.62,694.9
MN,52,415,32,2,0,1.0,1.0,237,59.800000000000004,680.1999999999999
DE,79,415,34,2,0,1.0,1.0,284,53.269999999999996,611.4
MI,135,415,0,2,0,1.0,1.0,316,67.19,640.1
MS,70,408,0,0,0,1.0,1.0,305,57.15,575.9
MA,80,408,0,2,0,1.0,1.0,259,55.05000000000001,573.0999999999999
CA,37,415,0,0,0,1.0,1.0,300,56.29,540.6999999999999
MN,161,415,39,1,0,1.0,1.0,295,57.92999999999999,543.5999999999999
VT,137,510,0,1,0,1.0,1.0,255,46.22,582.1
CT,123,415,0,0,0,1.0,1.0,357,43.730000000000004,455.5
WV,80,415,38,2,0,1.0,1.0,249,69.00999999999999,653.1
WV,94,415,0,0,0,1.0,1.0,330,50.66,607.8000000000001
NE,105,415,27,1,0,1.0,1.0,293,53.68,594.6999999999999
NC,73,415,31,0,0,1.0,1.0,301,61.47,612.0
NE,112,415,0,2,0,1.0,1.0,300,58.95,620.8
IL,179,408,0,1,0,1.0,1.0,304,64.09,596.2
MA,57,510,0,1,0,1.0,1.0,269,57.07,614.5
AZ,127,415,14,1,0,1.0,1.0,268,51.88,546.3000000000001
SD,122,415,40,1,0,1.0,1.0,273,69.81,664.7
MT,33,510,35,1,0,1.0,1.0,300,51.25999999999999,512.6
VT,94,408,0,3,0,1.0,1.0,253,48.17,506.4
UT,100,408,0,1,0,1.0,1.0,381,58.309999999999995,572.6
HI,106,415,0,2,0,1.0,1.0,281,52.6,528.1
DC,148,415,38,2,0,1.0,1.0,292,54.86,451.9
WI,120,415,29,0,0,1.0,1.0,318,79.30000000000001,744.0000000000001
UT,91,415,34,1,0,1.0,1.0,305,60.089999999999996,587.1
WA,86,510,0,1,0,1.0,1.0,285,50.449999999999996,551.0
SD,78,415,25,0,0,1.0,1.0,261,71.78,718.0
MT,94,510,0,1,0,1.0,1.0,334,54.81,573.2
NJ,85,415,0,2,1,1.0,1.0,291,74.06,755.1
CT,89,415,0,1,0,1.0,1.0,231,38.9,451.4
VA,128,415,0,1,0,1.0,1.0,304,63.43,609.4000000000001
NC,115,415,0,1,0,1.0,1.0,318,60.62,608.3
AK,76,415,0,1,0,1.0,1.0,264,51.47,561.6999999999999
MD,75,415,39,1,0,1.0,1.0,319,66.39999999999999,619.4999999999999
IL,90,415,29,2,0,1.0,1.0,344,60.06,568.5
CT,30,408,0,3,0,1.0,1.0,324,47.18,493.1
KS,105,415,0,1,1,1.0,1.0,319,84.67,818.6999999999999
MA,102,415,31,3,0,1.0,1.0,270,42.57,441.0
NJ,83,415,0,3,0,1.0,1.0,255,55.04,534.2
AR,63,510,49,0,0,1.0,1.0,319,63.28,592.1000000000001
MS,155,408,0,2,0,1.0,1.0,308,56.269999999999996,541.0
ND,82,415,29,2,0,1.0,1.0,286,45.27,386.80000000000007
IN,87,510,0,1,0,1.0,1.0,309,63.24,629.4999999999999
MI,115,415,26,0,0,1.0,1.0,347,59.0,652.2
AR,99,510,0,0,1,1.0,1.0,300,81.41,767.6
VT,121,415,44,3,0,1.0,1.0,368,69.7,639.2
WV,54,510,33,2,0,1.0,1.0,289,46.529999999999994,481.6
ME,105,408,0,3,0,1.0,1.0,251,51.09,510.3
IA,73,415,0,1,0,1.0,1.0,340,52.84,550.4
CT,95,415,0,0,0,1.0,1.0,359,71.16000000000001,770.0000000000001
NM,21,415,19,3,0,1.0,1.0,280,50.39,504.8999999999999
OR,163,408,25,2,0,1.0,1.0,294,69.86,686.5
VT,57,415,0,0,0,1.0,1.0,295,64.64,700.9
RI,104,408,0,4,0,1.0,1.0,271,69.45,773.5
RI,83,415,20,0,0,1.0,1.0,262,42.47,474.7
NM,141,415,0,2,0,1.0,1.0,315,63.08,693.8
AL,95,415,0,3,0,1.0,1.0,314,61.699999999999996,604.5999999999999
MT,184,415,0,1,1,1.0,1.0,291,76.98,729.5
CT,74,408,0,2,0,1.0,1.0,211,59.489999999999995,658.1999999999999
TN,67,415,0,0,0,1.0,1.0,312,60.51,636.6999999999999
ID,104,415,0,0,0,1.0,1.0,328,53.58,580.3
TX,71,415,39,1,0,1.0,1.0,329,59.91,576.9
NH,149,415,0,4,1,1.0,1.0,323,47.07,504.4
ND,154,408,35,0,0,1.0,1.0,303,64.33,588.7
SC,138,510,21,0,0,1.0,1.0,370,25.52,348.0
KS,117,415,0,1,0,1.0,1.0,305,61.129999999999995,576.1
ME,130,408,0,1,0,1.0,1.0,372,57.4,550.5
RI,73,415,0,2,0,1.0,1.0,372,66.05000000000001,591.1
WI,100,510,38,0,0,1.0,1.0,319,78.89,818.5
NC,149,510,0,1,0,1.0,1.0,284,59.550000000000004,528.4000000000001
OH,29,408,0,2,0,1.0,1.0,296,57.14,510.09999999999997
WY,131,510,0,1,0,1.0,1.0,287,41.519999999999996,432.8
NJ,153,510,0,2,0,1.0,1.0,322,55.120000000000005,601.6
ND,84,510,0,2,0,1.0,1.0,392,65.13,571.9000000000001
WI,133,510,0,2,0,1.0,1.0,309,57.230000000000004,576.5999999999999
KY,112,415,0,0,0,1.0,1.0,339,56.89,562.9000000000001
NY,87,415,0,0,0,1.0,1.0,273,63.94,661.0
MO,72,415,0,2,0,1.0,1.0,336,60.940000000000005,623.9
AZ,66,510,0,4,1,1.0,1.0,357,52.50000000000001,514.3
MN,65,510,29,1,0,1.0,1.0,287,66.12,699.1999999999999
CO,74,415,0,2,0,1.0,1.0,310,69.89999999999999,691.1999999999999
MD,116,408,0,6,1,1.0,1.0,240,52.529999999999994,516.4
AR,68,510,0,2,0,1.0,1.0,285,52.17999999999999,497.79999999999995
TN,68,415,0,3,0,1.0,1.0,298,64.88,611.6
DE,54,415,0,1,0,1.0,1.0,249,68.07000000000001,653.6
TN,99,408,0,1,0,1.0,1.0,323,34.84,430.4
WI,107,408,0,3,0,1.0,1.0,280,53.58,626.9
WV,124,510,0,1,0,1.0,1.0,259,56.260000000000005,528.5999999999999
